Date,Open_x,High_x,Low_x,Close_x,Volume_x,Aramco_Change_pct,Ticker_x,Aramco_Change_pct_lag_1,Aramco_Change_pct_lag_3,Aramco_Change_pct_lag_5,Aramco_Volatility_5,Aramco_Trend_5,Open_y,High_y,Low_y,Close_y,Volume_y,Al_Rajhi_Change_pct,Ticker_y,Al_Rajhi_Change_pct_lag_1,Al_Rajhi_Change_pct_lag_3,Al_Rajhi_Change_pct_lag_5,Al_Rajhi_Volatility_5,Al_Rajhi_Trend_5,Close,Open,High,Low,Volume,TASI_Change_pct,TASI_Change_pct_lag_1,TASI_Change_pct_lag_3,TASI_Change_pct_lag_5,TASI_Volatility_5,TASI_Trend_5
2020-01-23,23.17622049136418,23.20990562438965,23.075160427618314,23.20990562438965,7192433,0.0,2222.SR,-0.2894542772861386,0.727770678431483,-0.2881949243296544,0.529051073833827,-0.08573545175966758,36.35727183409996,36.35727183409996,36.13692473207512,36.30218505859375,4095612.0,-0.302568358123767,1120.SR,0.0,0.302111295705032,0.4545559944932442,0.2902383955312853,-0.12061737500733916,8386.35,8428.21,8412.6,8356.32,181020000.0,-0.5,-0.2,0.24,0.32,0.27144060123717806,-0.174
2020-01-26,23.04147519170112,23.142535261815457,22.94041667647669,23.108848571777344,9257143,-0.4354048407077981,2222.SR,0.0,-0.1444812152328278,-0.7225124447108544,0.4527355029316317,-0.02831393095905632,36.24709702120482,36.41235734197019,36.026749926851,36.08183670043945,4408326.0,-0.606983733344546,1120.SR,-0.302568358123767,-0.4518072132092654,-0.1508225994086953,0.36434070177535444,-0.2118496017945093,8326.97,8386.35,8360.52,8319.22,175170000.0,-0.71,-0.5,-0.29,-0.12,0.3568893385911111,-0.292
2020-01-27,23.07516098022461,23.07516098022461,22.940415780226385,23.07516098022461,8758776,-0.1457778887082983,2222.SR,-0.4354048407077981,-0.2894542772861386,0.727770678431483,0.16537394553065804,-0.2030236443870126,36.0818418653155,36.2471022097368,35.58606083205163,35.64114761352539,7580243.0,-1.221359906295172,1120.SR,-0.606983733344546,0.0,0.302111295705032,0.45324908658218177,-0.5165438421945501,8178.47,8326.97,8335.2,8178.47,174690000.0,-1.78,-0.71,-0.2,0.24,0.6372832965016431,-0.696
2020-01-28,23.04147429150259,23.07516098022461,22.940415780226385,23.07516098022461,8813615,0.0,2222.SR,-0.1457778887082983,0.0,-0.1444812152328278,0.18908370322385576,-0.17412740134044702,35.64114761352539,35.80640795794668,35.53097405057786,35.64114761352539,6507620.0,0.0,1120.SR,-1.221359906295172,-0.302568358123767,-0.4518072132092654,0.5107689536731539,-0.4261823995526971,8166.08,8178.47,8206.14,8153.03,133750000.0,-0.15,-1.78,-0.5,-0.29,0.6621706728631229,-0.6679999999999999
2020-01-29,22.97410326310518,23.17622184753418,22.940416573218695,23.17622184753418,10761242,0.4379638668444263,2222.SR,0.0,-0.4354048407077981,-0.2894542772861386,0.31564956371349984,-0.02864377251433403,35.586053231867346,36.13692092895508,35.586053231867346,36.13692092895508,7205768.0,1.391013894405435,1120.SR,0.0,-0.606983733344546,0.0,0.9717415677980378,-0.14797962067161002,8185.51,8166.08,8216.66,8156.42,143040000.0,0.24,-0.15,-0.71,-0.2,0.7616757840446293,-0.58
2020-01-30,23.176221503861296,23.176221503861296,23.007789611816406,23.007789611816406,6889782,-0.7267458726698983,2222.SR,0.4379638668444263,-0.1457778887082983,0.0,0.44142744368109393,-0.1739929470483137,36.136923456766525,36.74287796595011,35.916576362517944,36.57761764526367,9306451.0,1.2195192755215745,1120.SR,1.391013894405435,-1.221359906295172,-0.302568358123767,1.1357741961751977,0.15643790605745828,8246.59,8185.51,8255.41,8166.76,145690000.0,0.75,0.24,-1.78,-0.5,0.9709016428042547,-0.33000000000000007
2020-02-02,22.9741034833899,22.9741034833899,22.8056715872324,22.873044967651367,13991469,-0.5856479324543029,2222.SR,-0.7267458726698983,0.0,-0.4354048407077981,0.46798552426297313,-0.20404156539761464,36.30218634177198,36.41235989667872,35.971665677051746,36.192012786865234,5666560.0,-1.0542098781230136,1120.SR,1.2195192755215745,0.0,-0.606983733344546,1.2250291130937283,0.06699267710176478,8157.51,8246.59,8187.98,8138.62,157670000.0,-1.08,0.75,-0.15,-0.71,1.0199656856973185,-0.4040000000000001
2020-02-03,22.8056715872324,22.90673010297093,22.77198489702291,22.873044967651367,10062499,0.0,2222.SR,-0.5856479324543029,0.4379638668444263,-0.1457778887082983,0.4769774285802373,-0.17488598765595498,36.2470932006836,36.63270057515895,36.1920064329014,36.2470932006836,9739027.0,0.1521894185402938,1120.SR,-1.0542098781230136,1.391013894405435,-1.221359906295172,0.9966022109853829,0.341702542068858,8112.69,8157.51,8194.73,8112.69,151230000.0,-0.55,-1.08,0.24,-1.78,0.7047481819770809,-0.15800000000000006
2020-02-04,22.839358737534567,22.90673212389749,22.738300212880237,22.805673599243164,9112708,-0.2945448168509501,2222.SR,0.0,-0.7267458726698983,0.0,0.4680843050133244,-0.233794951026145,36.46744283040364,36.57761637369792,36.19200897216797,36.52252960205078,8051060.0,0.7598854888644979,1120.SR,0.1521894185402938,1.2195192755215745,0.0,0.989380491300088,0.49367963984175756,8138.4,8112.69,8149.08,8120.95,148540000.0,0.32,-0.55,0.75,-0.15,0.7367021107611954,-0.06400000000000004
2020-02-05,22.77198365058791,22.8730437156848,22.637238452015232,22.67092514038086,11068032,-0.5908549829757082,2222.SR,-0.2945448168509501,-0.5856479324543029,0.4379638668444263,0.29195461046160004,-0.4395587209901719,36.68779119238796,36.85305151307439,36.46744409813939,36.57761764526367,7484766.0,0.1508330441870597,1120.SR,0.7598854888644979,-1.0542098781230136,1.391013894405435,0.8544326102376073,0.24564346979808244,8094.36,8138.4,8179.31,8084.91,153270000.0,-0.54,0.32,-1.08,0.24,0.7388166213614856,-0.22000000000000006
2020-02-06,22.670924788990767,22.73829660978795,22.435119528976088,22.50249290466309,11614195,-0.7429438131651978,2222.SR,-0.5908549829757082,0.0,-0.7267458726698983,0.2959998132127854,-0.4427983090892318,36.632699301748566,36.79795959935044,36.302178706544815,36.35726547241211,7803804.0,-0.6024235230095543,1120.SR,0.1508330441870597,0.1521894185402938,1.2195192755215745,0.7118828500606897,-0.1187450899081433,8053.09,8094.36,8123.87,8036.52,171720000.0,-0.51,-0.54,-0.55,0.75,0.5022648703622433,-0.4720000000000001
2020-02-09,22.46880361091929,22.940412521362305,22.09825319739635,22.940412521362305,21426588,1.9460937886062848,2222.SR,-0.7429438131651978,-0.2945448168509501,-0.5856479324543029,1.0902889260183277,0.06355003512288575,36.5225309010463,36.5225309010463,35.64114252334383,35.75131607055664,7470694.0,-1.666652851863304,1120.SR,-0.6024235230095543,0.7598854888644979,-1.0542098781230136,0.9318014218647251,-0.24123368465620137,7952.52,8053.09,8085.39,7890.09,152180000.0,-1.25,-0.51,0.32,-1.08,0.5565339163069948,-0.506
2020-02-10,22.87304473030637,22.87304473030637,22.603552766316827,22.63723945617676,7540306,-1.321567626141118,2222.SR,1.9460937886062848,-0.5908549829757082,0.0,1.2569928300592332,-0.20076349010533784,35.806397744167,35.91657127568752,35.586050681125975,35.696224212646484,7221118.0,-0.1540974262358108,1120.SR,-1.666652851863304,0.1508330441870597,0.1521894185402938,0.9092667681025545,-0.3024910536114223,7971.93,7952.52,7979.68,7919.58,120650000.0,0.24,-1.25,-0.54,-0.55,0.6458869870186277,-0.34800000000000003
2020-02-11,22.60355231971464,22.670925698103336,22.46880711782713,22.53618049621582,5120739,-0.4464279319772002,2222.SR,-1.321567626141118,-0.7429438131651978,-0.2945448168509501,1.2616523177864056,-0.23114011313058785,35.200448370206566,35.200448370206566,34.48432031259673,34.7597541809082,17062134.0,-2.6234428217382977,1120.SR,-0.1540974262358108,-0.6024235230095543,0.7598854888644979,1.1484615059728345,-0.9791567157319815,7895.64,7971.93,7956.38,7895.64,136600000.0,-0.96,0.24,-0.51,0.32,0.563320512674624,-0.604
2020-02-12,22.50249729798677,22.536183992407164,22.33406538077492,22.367752075195312,7201967,-0.7473689742979683,2222.SR,-0.4464279319772002,1.9460937886062848,-0.5908549829757082,1.2746827455804242,-0.2624429113950399,34.70466989866445,35.2004508972168,34.70466989866445,35.2004508972168,6750934.0,1.2678361130374238,1120.SR,-2.6234428217382977,-1.666652851863304,0.1508330441870597,1.483106205457028,-0.7557561019619086,7915.36,7895.64,7923.06,7876.81,148130000.0,0.25,-0.96,-1.25,-0.54,0.6836885255728672,-0.44600000000000006
2020-02-13,22.367748362398768,22.43512018516647,21.963511206233136,22.30037498474121,18688399,-0.3012242366939421,2222.SR,-0.7473689742979683,-1.321567626141118,-0.7429438131651978,1.2480849375407317,-0.17409899610078877,35.20044324982841,35.47587707807433,34.86992265593331,35.03518295288086,10160545.0,-0.4695051913355064,1120.SR,1.2678361130374238,-0.1540974262358108,-0.6024235230095543,1.487725723558264,-0.729172435627099,7874.41,7915.36,7937.53,7839.47,188560000.0,-0.52,0.25,0.24,-0.51,0.6839371316137186,-0.44800000000000006
2020-02-16,22.30037498474121,22.30037498474121,22.30037498474121,22.30037498474121,0,0.0,2222.SR,-0.3012242366939421,-0.4464279319772002,1.9460937886062848,0.5021207162060688,-0.5633177538220457,35.03518295288086,35.03518295288086,35.03518295288086,35.03518295288086,0.0,0.0,1120.SR,-0.4695051913355064,-2.6234428217382977,-1.666652851863304,1.4098393417757722,-0.3958418652544382,7836.96,7874.41,7886.89,7819.31,121360000.0,-0.48,-0.52,-0.96,-1.25,0.5268586148104639,-0.29400000000000004
2020-02-17,22.098256406658397,22.367748362398768,22.064569717829613,22.30037498474121,9483416,0.0,2222.SR,0.0,-0.7473689742979683,-1.321567626141118,0.31685039031834644,-0.29900422859382214,35.25553131103516,35.42079161405563,35.20044454336166,35.25553131103516,5360985.0,0.6289345154858905,1120.SR,0.0,1.2678361130374238,-0.1540974262358108,1.4848978357828608,-0.23923547691009794,7872.55,7836.96,7895.61,7843.56,99230000.0,0.45,-0.48,0.25,0.24,0.5852093642449689,-0.25200000000000006
