Date,Open,High,Low,Close,Volume,Change %,Ticker
2020-01-01,23.748887562925425,23.748887562925425,23.614142368443105,23.647829055786133,8517342.0,,2222.SR
2020-01-01,35.971665711996195,36.08183926700996,35.86149215698242,35.86149215698242,4506958.0,,1120.SR
2020-01-01,8389.23,8389.86,8354.95,8358.85,146530000.0,-0.36,TASI
2020-01-02,23.647833416023328,23.748891941796003,23.61414672246908,23.6815185546875,11430744.0,0.1424633898608363,2222.SR
2020-01-02,35.97165936177262,36.302179968465786,35.91657259399043,36.2470932006836,5800984.0,1.075250973978492,1120.SR
2020-01-02,8358.85,8397.01,8368.21,8397.01,147580000.0,0.46,TASI
2020-01-05,23.580459844683165,23.580459844683165,23.243596021552687,23.27728271484375,25239125.0,-1.706967561688466,2222.SR
2020-01-05,35.696226747880075,36.026747365916,35.36570612984415,35.47587966918945,8006950.0,-2.12765621569786,1120.SR
2020-01-05,8397.01,8305.33,8189.95,8193.72,175920000.0,-2.42,TASI
2020-01-06,23.243595123291016,23.27728181528024,22.94041800516805,23.243595123291016,23401835.0,-0.1447230416256939,2222.SR
2020-01-06,35.420797971976825,35.69623185978379,35.365711194415425,35.53097152709961,6686896.0,0.1552938459141284,1120.SR
2020-01-06,8193.72,8210.81,8123.91,8206.13,157830000.0,0.15,TASI
2020-01-07,23.209909904042096,23.277283292295586,23.00779284906184,23.14253807067871,13923075.0,-0.4347737605833734,2222.SR
2020-01-07,35.69622929695024,36.026749938588665,35.586055749737426,35.75131607055664,7604643.0,0.6201478146719897,1120.SR
2020-01-07,8206.13,8269.31,8181.94,8198.97,143520000.0,-0.09,TASI
2020-01-08,35.25553511979977,35.64114253517258,35.25553511979977,35.42079544067383,7754617.0,-0.9244991967023442,1120.SR
2020-01-08,8198.97,8169.16,8076.79,8124.11,160900000.0,-0.91,TASI
2020-01-08,22.906733882537058,23.041479110717773,22.906733882537058,23.041479110717773,22150479.0,-0.4366805388946404,2222.SR
2020-01-09,8124.11,8345.77,8226.28,8345.77,183500000.0,2.73,TASI
2020-01-09,23.14253537932853,23.614144377587092,23.108848689119363,23.58045768737793,31310879.0,2.3391665702982234,2222.SR
2020-01-09,35.86148582620824,36.2470932006836,35.86148582620824,36.2470932006836,7274385.0,2.3328040766157576,1120.SR
2020-01-12,8345.77,8406.23,8358.88,8371.13,168530000.0,0.3,TASI
2020-01-12,23.58045633407788,23.681514844015627,23.27727924937478,23.445711135864254,24584632.0,-0.5714331473124834,2222.SR
2020-01-12,36.35727311922535,36.57762022903884,36.13692600941186,36.192012786865234,5825307.0,-0.1519581543088288,1120.SR
2020-01-13,8371.13,8455.24,8370.12,8441.14,189620000.0,0.84,TASI
2020-01-13,23.445715961566837,23.58046118751432,23.37834257114801,23.412029266357425,16978173.0,-0.1436589801505849,2222.SR
2020-01-13,36.13692473207512,36.57761893612481,36.13692473207512,36.30218505859375,7964028.0,0.3044104575706141,1120.SR
2020-01-14,8441.14,8479.35,8419.82,8474.81,206940000.0,0.4,TASI
2020-01-14,23.412025348273342,23.479398727416992,23.17622163105036,23.479398727416992,12477898.0,0.2877557527932062,2222.SR
2020-01-14,36.41235732457724,36.63270441882582,36.30218377745295,36.57761764526367,6696920.0,0.7587217855491657,1120.SR
2020-01-15,8474.81,8480.85,8432.56,8432.56,217030000.0,-0.5,TASI
